Nazwa_Obrazu,ID_Komorki,Pole_Powierzchni_px,Srodek_X,Srodek_Y,Kolowatosc_0_1,Srednica_Ekwiwalentna_px
IXMtest_O13_s3_w12D9C1C9C-C582-4080-B9BE-4807FA3E0843.tif,22,71,238.37,2.31,0.8903,9.51
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,1,1814,576.49,188.25,0.6092,48.06
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,2,1479,659.2,438.48,0.516,43.39
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,3,2937,270.52,29.26,0.7614,61.15
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,4,591,404.59,6.65,0.5321,27.43
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,5,716,24.81,26.74,0.4923,30.19
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,6,1360,208.79,216.81,0.7163,41.61
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,7,1788,568.19,421.55,0.501,47.71
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,8,1073,429.29,296.51,0.5409,36.96
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,9,704,29.67,478.13,0.9353,29.94
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,10,943,182.92,494.54,0.8152,34.65
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,11,820,590.6,486.96,0.7679,32.31
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,12,1031,487.33,504.28,0.8088,36.23
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,13,1147,232.78,408.23,0.8861,38.22
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,14,1082,493.15,363.05,0.9211,37.12
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,15,799,161.41,262.14,0.957,31.9
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,16,1703,464.4,445.46,0.8901,46.57
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,17,215,445.04,15.75,0.902,16.55
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,18,247,557.59,503.23,0.9449,17.73
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,19,190,678.81,411.46,0.9589,15.55
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,20,88,602.69,186.16,0.8991,10.59
IXMtest_O15_s6_w1A4844AB3-6D66-4B9A-8212-758E061C349F.tif,21,104,236.88,169.13,0.8983,11.51
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,1,1880,393.47,102.36,0.6052,48.93
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,2,642,564.67,222.46,0.8529,28.59
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,3,1506,581.91,491.64,0.5169,43.79
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,4,443,325.65,510.93,0.6882,23.75
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,5,982,664.58,353.01,0.8976,35.36
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,6,1184,157.97,341.83,0.7695,38.83
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,7,702,508.81,215.08,0.8546,29.9
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,8,656,12.8,401.69,0.9001,28.9
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,9,876,168.47,63.47,0.7505,33.4
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,10,673,373.74,368.82,0.8265,29.27
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,11,915,200.2,100.99,0.6709,34.13
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,12,751,473.75,455.65,0.8241,30.92
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,13,796,270.6,129.24,0.8011,31.84
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,14,925,100.28,377.73,0.8699,34.32
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,15,904,564.32,69.08,0.7982,33.93
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,16,603,211.14,510.96,0.6739,27.71
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,17,773,453.01,285.6,0.9154,31.37
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,18,606,137.4,418.2,0.8849,27.78
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,19,480,379.87,8.75,0.826,24.72
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,20,1197,655.37,38.73,0.4494,39.04
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,21,1463,534.76,370.62,0.8738,43.16
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,22,714,534.27,479.74,0.9581,30.15
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,23,518,652.7,188.21,0.7876,25.68
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,24,503,29.18,294.23,0.9045,25.31
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,25,1574,70.64,450.27,0.7994,44.77
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,26,800,69.41,60.32,0.76,31.92
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,27,976,444.67,39.03,0.8884,35.25
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,28,995,517.54,49.4,0.7733,35.59
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,29,910,307.44,254.58,0.8712,34.04
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,30,1318,421.91,387.36,0.5635,40.96
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,31,543,342.13,386.31,0.9013,26.29
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,32,783,280.22,357.08,0.9065,31.57
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,33,581,687.47,498.06,0.6255,27.2
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,34,269,376.06,514.63,0.6777,18.51
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,35,720,392.57,463.89,0.9294,30.28
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,36,792,111.65,239.86,0.8323,31.76
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,37,924,92.08,318.55,0.8975,34.3
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,38,1292,317.09,172.56,0.7148,40.56
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,39,1345,350.83,201.35,0.8125,41.38
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,40,692,14.68,503.13,0.8749,29.68
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,41,798,217.12,146.7,0.853,31.88
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,42,884,249.35,68.13,0.7779,33.55
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,43,536,25.09,241.44,0.8778,26.12
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,44,1146,634.25,480.78,0.8298,38.2
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,45,894,95.47,89.95,0.8544,33.74
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,46,727,671.6,231.66,0.9319,30.42
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,47,493,66.91,237.52,0.936,25.05
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,48,730,626.25,140.81,0.9203,30.49
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,49,898,493.13,329.97,0.7948,33.81
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,50,630,14.51,107.9,0.8733,28.32
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,51,271,691.43,417.41,0.4782,18.58
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,52,331,688.59,282.47,0.7353,20.53
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,53,750,629.72,422.19,0.9149,30.9
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,54,820,623.5,360.44,0.7884,32.31
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,55,661,492.69,507.95,0.8473,29.01
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,56,560,476.42,182.17,0.8746,26.7
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,57,816,542.23,120.46,0.7446,32.23
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,58,728,666.77,93.1,0.9053,30.45
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,59,944,630.06,86.21,0.9076,34.67
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,60,1328,480.32,115.41,0.6434,41.12
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,61,869,131.18,151.9,0.9091,33.26
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,62,944,567.66,425.47,0.8593,34.67
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,63,480,319.89,335.01,0.9697,24.72
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,64,760,559.21,265.91,0.8717,31.11
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,65,661,519.33,279.99,0.9155,29.01
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,66,679,660.8,288.18,0.8851,29.4
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,67,818,554.27,154.53,0.6991,32.27
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,68,650,124.43,17.17,0.9256,28.77
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,69,833,614.98,263.04,0.8786,32.57
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,70,522,685.38,196.43,0.7472,25.78
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,71,793,63.15,149.51,0.9138,31.78
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,72,964,585.35,21.5,0.8638,35.03
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,73,851,234.52,321.24,0.8919,32.92
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,74,775,328.42,102.45,0.7772,31.41
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,75,659,296.75,78.1,0.7489,28.97
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,76,441,20.57,332.73,0.9379,23.7
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,77,750,120.41,499.53,0.8781,30.9
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,78,1401,420.97,217.61,0.7873,42.24
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,79,534,594.71,186.3,0.9524,26.08
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,80,187,449.58,515.16,0.7613,15.43
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,81,747,272.83,493.55,0.8213,30.84
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,82,713,243.4,227.43,0.842,30.13
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,83,846,185.92,234.28,0.9284,32.82
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,84,524,41.15,210.53,0.94,25.83
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,85,588,86.03,196.93,0.9554,27.36
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,86,1040,17.48,457.12,0.7318,36.39
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,87,886,200.52,466.45,0.7585,33.59
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,88,603,196.66,425.23,0.9079,27.71
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,89,276,403.38,284.87,0.9621,18.75
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,90,680,193.41,383.74,0.935,29.42
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,91,291,149.12,514.81,0.6189,19.25
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,92,320,277.2,282.2,0.9879,20.19
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,93,568,233.97,18.89,0.9179,26.89
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,94,287,304.34,292.81,0.9443,19.12
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,95,1542,157.61,293.56,0.5507,44.31
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,96,175,692.31,28.02,0.5117,14.93
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,97,943,304.97,26.06,0.8655,34.65
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,98,1888,300.5,443.03,0.5627,49.03
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,99,541,162.48,379.68,0.9205,26.25
IXMtest_O16_s2_w1F6F6A3A1-99E4-4029-B734-022806CF6D42.tif,100,1425,216.38,275.02,0.7014,42.6
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,1,877,467.17,20.74,0.9015,33.42
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,2,517,566.63,508.43,0.6693,25.66
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,3,632,212.06,411.49,0.8798,28.37
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,4,705,147.39,348.98,0.7233,29.96
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,5,537,502.45,10.08,0.7384,26.15
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,6,678,167.45,208.35,0.7571,29.38
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,7,596,12.69,290.89,0.9431,27.55
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,8,478,333.9,99.22,0.8476,24.67
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,9,657,354.9,75.85,0.8625,28.92
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,10,714,172.53,131.95,0.8793,30.15
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,11,704,238.3,330.27,0.8918,29.94
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,12,1141,354.61,303.06,0.7364,38.12
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,13,889,636.66,156.28,0.8747,33.64
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,14,560,412.38,126.82,0.8496,26.7
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,15,1096,22.37,113.68,0.7936,37.36
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,16,876,201.64,86.26,0.9084,33.4
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,17,729,13.16,365.51,0.8943,30.47
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,18,978,491.1,139.86,0.7463,35.29
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,19,704,576.34,421.38,0.8449,29.94
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,20,512,520.94,369.36,0.8274,25.53
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,21,623,545.96,342.87,0.7309,28.16
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,22,685,126.96,72.91,0.8948,29.53
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,23,675,77.8,412.51,0.7636,29.32
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,24,706,147.54,237.56,0.905,29.98
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,25,754,398.08,481.63,0.8553,30.98
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,26,600,41.12,187.33,0.8456,27.64
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,27,867,680.84,205.9,0.7859,33.22
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,28,642,149.95,503.97,0.7567,28.59
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,29,920,557.11,95.17,0.8271,34.23
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,30,657,386.54,72.39,0.8988,28.92
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,31,822,550.32,176.75,0.6947,32.35
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,32,882,435.99,398.3,0.8954,33.51
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,33,645,446.48,223.9,0.8655,28.66
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,34,882,594.3,211.29,0.9344,33.51
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,35,582,220.07,447.05,0.7962,27.22
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,36,667,464.66,506.64,0.9218,29.14
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,37,679,54.78,230.34,0.8808,29.4
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,38,773,265.3,441.43,0.9009,31.37
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,39,687,243.19,228.75,0.8955,29.58
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,40,625,216.59,479.24,0.8919,28.21
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,41,674,250.99,121.6,0.8019,29.29
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,42,823,315.01,281.8,0.9089,32.37
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,43,991,420.32,189.69,0.9165,35.52
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,44,625,192.93,174.59,0.8854,28.21
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,45,682,442.74,431.91,0.6864,29.47
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,46,744,496.99,415.09,0.9014,30.78
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,47,756,252.9,201.68,0.916,31.03
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,48,687,183.87,256.3,0.7539,29.58
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,49,764,308.93,238.75,0.8058,31.19
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,50,1009,336.94,491.28,0.9019,35.84
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,51,672,126.97,154.84,0.9639,29.25
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,52,707,64.82,92.41,0.9018,30.0
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,53,1002,634.53,75.44,0.8368,35.72
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,54,640,198.79,344.53,0.792,28.55
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,55,813,456.46,326.98,0.8613,32.17
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,56,504,534.0,448.38,0.9433,25.33
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,57,444,317.95,8.62,0.8058,23.78
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,58,622,21.02,505.44,0.8949,28.14
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,59,896,484.99,210.44,0.925,33.78
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,60,757,651.5,395.93,0.799,31.05
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,61,587,294.12,386.47,0.9666,27.34
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,62,901,123.85,440.66,0.9485,33.87
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,63,792,292.6,474.32,0.8264,31.76
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,64,734,413.07,359.7,0.9616,30.57
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,65,877,245.66,371.48,0.8811,33.42
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,66,1695,482.53,106.85,0.6266,46.46
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,67,681,398.35,36.55,0.8627,29.45
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,68,1566,278.83,66.88,0.6369,44.65
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,69,585,224.82,295.45,0.736,27.29
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,70,678,53.82,492.27,0.839,29.38
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,71,665,368.07,361.21,0.9421,29.1
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,72,147,610.13,516.04,0.6246,13.68
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,73,668,88.03,135.37,0.9415,29.16
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,74,744,615.0,242.48,0.7423,30.78
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,75,647,91.96,26.85,0.9329,28.7
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,76,497,166.12,12.87,0.9334,25.16
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,77,110,691.41,151.34,0.9216,11.83
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,78,728,625.43,442.05,0.8484,30.45
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,79,583,396.75,407.15,0.9526,27.25
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,80,642,279.4,165.18,0.9095,28.59
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,81,296,524.46,512.13,0.7898,19.41
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,82,541,45.89,47.44,0.9438,26.25
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,83,173,3.95,263.31,0.8071,14.84
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,84,597,199.64,39.22,0.9573,27.57
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,85,1082,177.83,420.83,0.7618,37.12
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,86,1184,102.34,490.0,0.5523,38.83
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,87,176,690.15,109.56,0.9095,14.97
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,88,559,640.44,502.0,0.9565,26.68
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,89,697,380.25,226.61,0.9373,29.79
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,90,529,631.7,279.24,0.8711,25.95
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,91,899,61.44,277.21,0.7134,33.83
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,92,632,677.24,303.77,0.8338,28.37
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,93,1056,101.52,323.22,0.8954,36.67
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,94,1229,48.18,373.71,0.5432,39.56
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,95,298,6.08,11.53,0.8472,19.48
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,96,205,222.93,4.69,0.8346,16.16
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,97,1637,602.24,356.23,0.5399,45.65
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,98,1192,419.01,310.47,0.5594,38.96
